OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria,dias_prazo,dias_para_vencer,dias_entrega_real,valor_log,atraso,taxa_atraso_fornecedor,total_of_fornecedor,valor_medio_fornecedor
348,Fornecedor_17,2023-08-10,2023-09-01,2023-09-01,20683.46,Insumos,22,-1002,22,9.937137972680926,0,0.37037037037037035,54,25592.20962962963
349,Fornecedor_7,2023-09-02,2023-09-25,2023-09-23,17625.93,Equipamentos,23,-978,21,9.777183125231494,0,0.3269230769230769,52,26954.52903846154
350,Fornecedor_7,2023-07-24,2023-08-08,2023-08-07,15154.03,Tecnologia,15,-1026,14,9.62608776903465,0,0.3269230769230769,52,26954.52903846154
351,Fornecedor_5,2023-12-05,2023-12-17,2023-12-18,29423.42,Equipamentos,12,-895,13,10.289580220804218,1,0.41304347826086957,46,26724.331521739132
352,Fornecedor_8,2023-12-29,2024-01-09,2024-01-09,6891.03,Tecnologia,11,-872,11,8.838120950511243,0,0.3269230769230769,52,28221.404230769233
353,Fornecedor_13,2023-04-16,2023-04-28,2023-04-26,40599.26,Insumos,12,-1128,10,10.611529749510206,0,0.2786885245901639,61,27560.733770491803
354,Fornecedor_20,2023-02-06,2023-02-26,2023-02-24,42204.26,Medicamentos,20,-1189,18,10.65030013680638,0,0.3220338983050847,59,21740.94559322034
355,Fornecedor_8,2023-04-23,2023-05-10,2023-05-11,15775.22,Equipamentos,17,-1116,18,9.666259021978448,1,0.3269230769230769,52,28221.404230769233
356,Fornecedor_12,2023-05-25,2023-06-18,2023-06-17,4096.56,Equipamentos,24,-1077,23,8.318146953585822,0,0.20512820512820512,39,27436.36
357,Fornecedor_20,2023-06-08,2023-06-13,2023-06-12,5814.21,Insumos,5,-1082,4,8.668232177800258,0,0.3220338983050847,59,21740.94559322034
358,Fornecedor_4,2023-04-26,2023-05-04,2023-05-08,13724.35,Insumos,8,-1122,12,9.526999766963336,1,0.32,50,24059.582799999996
359,Fornecedor_9,2023-04-17,2023-05-11,2023-05-11,16010.97,Tecnologia,24,-1115,24,9.681091846515905,0,0.22727272727272727,44,26572.065454545453
360,Fornecedor_11,2023-08-01,2023-08-21,2023-08-21,13988.47,Equipamentos,20,-1013,20,9.5460601827389,0,0.125,48,25942.747083333335
361,Fornecedor_6,2023-10-19,2023-10-27,2023-10-25,25510.77,Equipamentos,8,-946,6,10.146895193283937,0,0.28888888888888886,45,26625.86022222222
362,Fornecedor_12,2023-12-04,2023-12-26,2023-12-25,22440.5,Tecnologia,22,-886,21,10.018667202322396,0,0.20512820512820512,39,27436.36
363,Fornecedor_19,2023-09-16,2023-09-23,2023-09-22,48445.23,Insumos,7,-980,6,10.788209802113885,0,0.3793103448275862,58,30085.888275862068
364,Fornecedor_2,2023-08-02,2023-08-22,2023-08-25,19025.92,Equipamentos,20,-1012,23,9.853610097480134,1,0.23255813953488372,43,24466.852790697674
365,Fornecedor_16,2023-04-04,2023-04-09,2023-04-13,39222.78,Medicamentos,5,-1147,9,10.577038474504407,1,0.2545454545454545,55,23819.375818181816
366,Fornecedor_2,2023-06-14,2023-07-08,2023-07-10,33012.35,Tecnologia,24,-1057,26,10.404667304096712,1,0.23255813953488372,43,24466.852790697674
367,Fornecedor_5,2023-04-20,2023-05-07,2023-05-05,39290.34,Medicamentos,17,-1119,15,10.578759417341253,0,0.41304347826086957,46,26724.331521739132
368,Fornecedor_7,2023-10-30,2023-11-04,2023-11-04,36276.22,Insumos,5,-938,5,10.49894527505278,0,0.3269230769230769,52,26954.52903846154
369,Fornecedor_20,2023-12-03,2023-12-09,2023-12-11,36501.2,Tecnologia,6,-903,8,10.505127811726783,1,0.3220338983050847,59,21740.94559322034
370,Fornecedor_3,2023-10-11,2023-10-29,2023-10-28,35433.16,Medicamentos,18,-944,17,10.475431605587339,0,0.24444444444444444,45,23814.126444444442
371,Fornecedor_13,2023-11-25,2023-12-10,2023-12-10,17151.4,Medicamentos,15,-902,15,9.749893384494124,0,0.2786885245901639,61,27560.733770491803
372,Fornecedor_20,2023-01-29,2023-02-15,2023-02-17,22696.82,Insumos,17,-1200,19,10.030024163615524,1,0.3220338983050847,59,21740.94559322034
373,Fornecedor_12,2023-05-11,2023-05-30,2023-05-29,19456.85,Insumos,19,-1096,18,9.876005866594157,0,0.20512820512820512,39,27436.36
374,Fornecedor_17,2023-08-16,2023-09-04,2023-09-06,46192.43,Tecnologia,19,-999,21,10.740592859165135,1,0.37037037037037035,54,25592.20962962963
375,Fornecedor_8,2023-10-20,2023-11-06,2023-11-06,9477.31,Medicamentos,17,-936,17,9.15676130931488,0,0.3269230769230769,52,28221.404230769233
376,Fornecedor_7,2023-08-17,2023-09-02,2023-09-02,41828.45,Medicamentos,16,-1001,16,10.641355915891758,0,0.3269230769230769,52,26954.52903846154
377,Fornecedor_1,2023-06-18,2023-07-01,2023-07-07,35685.79,Tecnologia,13,-1064,19,10.482535871279268,1,0.39215686274509803,51,26938.735098039215
378,Fornecedor_10,2023-01-19,2023-01-24,2023-01-23,30968.65,Insumos,5,-1222,4,10.340762971644105,0,0.34545454545454546,55,25275.839636363635
379,Fornecedor_2,2023-08-14,2023-09-04,2023-09-04,41506.7,Insumos,21,-999,21,10.633634231176645,0,0.23255813953488372,43,24466.852790697674
380,Fornecedor_20,2023-11-16,2023-11-27,2023-11-26,14418.64,Medicamentos,11,-915,10,9.576346445201365,0,0.3220338983050847,59,21740.94559322034
381,Fornecedor_10,2023-02-16,2023-03-06,2023-03-06,10554.74,Medicamentos,18,-1181,18,9.264425066778006,0,0.34545454545454546,55,25275.839636363635
382,Fornecedor_7,2023-12-27,2024-01-04,2024-01-03,22682.58,Medicamentos,8,-877,7,10.029396593709468,0,0.3269230769230769,52,26954.52903846154
383,Fornecedor_9,2023-08-06,2023-08-18,2023-08-16,23704.26,Medicamentos,12,-1016,10,10.073452243426248,0,0.22727272727272727,44,26572.065454545453
384,Fornecedor_14,2023-04-23,2023-05-12,2023-05-16,26948.71,Medicamentos,19,-1114,23,10.201727815611344,1,0.3404255319148936,47,27536.185319148935
385,Fornecedor_17,2023-12-24,2024-01-15,2024-01-14,7258.0,Equipamentos,22,-866,21,8.889997357284841,0,0.37037037037037035,54,25592.20962962963
386,Fornecedor_19,2023-01-03,2023-01-24,2023-01-23,30119.76,Insumos,21,-1222,20,10.312969913999217,0,0.3793103448275862,58,30085.888275862068
387,Fornecedor_9,2023-04-09,2023-04-28,2023-04-27,27267.99,Equipamentos,19,-1128,18,10.213505438116709,0,0.22727272727272727,44,26572.065454545453
388,Fornecedor_14,2023-10-12,2023-10-30,2023-10-30,29555.59,Insumos,18,-943,18,10.29406200981513,0,0.3404255319148936,47,27536.185319148935
389,Fornecedor_11,2023-07-26,2023-08-19,2023-08-18,29101.28,Tecnologia,24,-1015,23,10.278571800605807,0,0.125,48,25942.747083333335
390,Fornecedor_10,2023-07-23,2023-08-12,2023-08-11,6854.14,Equipamentos,20,-1022,19,8.832754014836736,0,0.34545454545454546,55,25275.839636363635
391,Fornecedor_4,2023-06-20,2023-06-26,2023-06-24,36020.68,Tecnologia,6,-1069,4,10.491876258397436,0,0.32,50,24059.582799999996
392,Fornecedor_2,2023-10-10,2023-10-24,2023-10-22,25602.88,Equipamentos,14,-949,12,10.150499181483218,0,0.23255813953488372,43,24466.852790697674
393,Fornecedor_10,2023-08-21,2023-08-29,2023-09-02,8766.58,Medicamentos,8,-1005,12,9.07881610658063,1,0.34545454545454546,55,25275.839636363635
394,Fornecedor_14,2023-02-28,2023-03-24,2023-03-22,39477.43,Equipamentos,24,-1163,22,10.583509725786072,0,0.3404255319148936,47,27536.185319148935
395,Fornecedor_7,2023-02-07,2023-02-14,2023-02-17,37611.48,Equipamentos,7,-1201,10,10.53509118920004,1,0.3269230769230769,52,26954.52903846154
396,Fornecedor_15,2023-08-26,2023-09-01,2023-08-31,17285.94,Insumos,6,-1002,5,9.757706582100543,0,0.34615384615384615,52,27936.5375
397,Fornecedor_5,2023-08-23,2023-08-31,2023-09-04,2131.32,Equipamentos,8,-1003,12,7.664965867831417,1,0.41304347826086957,46,26724.331521739132
398,Fornecedor_1,2023-09-25,2023-10-14,2023-10-17,14520.22,Tecnologia,19,-959,22,9.5833663068877,1,0.39215686274509803,51,26938.735098039215
399,Fornecedor_19,2023-01-07,2023-01-19,2023-01-20,17343.21,Insumos,12,-1227,13,9.761014012099652,1,0.3793103448275862,58,30085.888275862068
400,Fornecedor_13,2023-04-07,2023-04-12,2023-04-13,31215.36,Tecnologia,5,-1144,6,10.348697595343804,1,0.2786885245901639,61,27560.733770491803
401,Fornecedor_4,2023-05-23,2023-05-31,2023-05-29,22204.31,Medicamentos,8,-1095,6,10.008086728448387,0,0.32,50,24059.582799999996
402,Fornecedor_18,2023-04-11,2023-04-19,2023-04-18,13177.0,Insumos,8,-1137,7,9.486304051473764,0,0.3409090909090909,44,23445.405000000002
403,Fornecedor_20,2023-12-10,2023-12-15,2023-12-17,20042.02,Tecnologia,5,-897,7,9.905636242447702,1,0.3220338983050847,59,21740.94559322034
404,Fornecedor_7,2023-07-23,2023-08-11,2023-08-10,16670.87,Tecnologia,19,-1023,18,9.721478147017894,0,0.3269230769230769,52,26954.52903846154
405,Fornecedor_9,2023-07-11,2023-07-19,2023-07-18,40266.55,Tecnologia,8,-1046,7,10.60330121266022,0,0.22727272727272727,44,26572.065454545453
406,Fornecedor_2,2023-02-02,2023-02-11,2023-02-11,49347.32,Equipamentos,9,-1204,9,10.806659001728976,0,0.23255813953488372,43,24466.852790697674
407,Fornecedor_2,2023-04-21,2023-04-26,2023-04-25,11219.63,Medicamentos,5,-1130,4,9.32550932723297,0,0.23255813953488372,43,24466.852790697674
408,Fornecedor_7,2023-12-14,2023-12-27,2023-12-27,20084.36,Medicamentos,13,-885,13,9.907746470456502,0,0.3269230769230769,52,26954.52903846154
409,Fornecedor_13,2023-06-27,2023-07-16,2023-07-15,29886.37,Equipamentos,19,-1049,18,10.30519126211262,0,0.2786885245901639,61,27560.733770491803
410,Fornecedor_7,2023-05-09,2023-05-28,2023-05-27,31214.83,Medicamentos,19,-1098,18,10.348680616922897,0,0.3269230769230769,52,26954.52903846154
411,Fornecedor_20,2023-05-31,2023-06-13,2023-06-11,6260.85,Equipamentos,13,-1082,11,8.742230947591144,0,0.3220338983050847,59,21740.94559322034
412,Fornecedor_3,2023-04-08,2023-04-28,2023-04-27,28689.17,Insumos,20,-1128,19,10.264309834367406,0,0.24444444444444444,45,23814.126444444442
413,Fornecedor_19,2023-06-14,2023-06-26,2023-06-28,25783.88,Tecnologia,12,-1069,14,10.157543552605702,1,0.3793103448275862,58,30085.888275862068
414,Fornecedor_4,2023-10-11,2023-10-26,2023-10-24,36645.05,Medicamentos,15,-947,13,10.509060925244581,0,0.32,50,24059.582799999996
415,Fornecedor_7,2023-06-06,2023-06-25,2023-06-25,24394.09,Tecnologia,19,-1070,19,10.102137161523723,0,0.3269230769230769,52,26954.52903846154
416,Fornecedor_19,2023-02-22,2023-03-18,2023-03-16,48995.26,Insumos,24,-1169,22,10.799499247649134,0,0.3793103448275862,58,30085.888275862068
417,Fornecedor_1,2023-04-13,2023-05-06,2023-05-06,47095.13,Equipamentos,23,-1120,23,10.759946111023636,0,0.39215686274509803,51,26938.735098039215
418,Fornecedor_11,2023-08-11,2023-08-30,2023-08-28,28193.09,Medicamentos,19,-1004,17,10.246867660494322,0,0.125,48,25942.747083333335
419,Fornecedor_4,2023-11-03,2023-11-18,2023-11-17,6951.05,Equipamentos,15,-924,14,8.846791859094278,0,0.32,50,24059.582799999996
420,Fornecedor_8,2023-10-30,2023-11-07,2023-11-07,44364.9,Insumos,8,-935,8,10.700226435325368,0,0.3269230769230769,52,28221.404230769233
421,Fornecedor_10,2023-01-08,2023-01-30,2023-01-28,30893.12,Tecnologia,22,-1216,20,10.338321153516022,0,0.34545454545454546,55,25275.839636363635
422,Fornecedor_3,2023-09-30,2023-10-20,2023-10-19,29622.05,Equipamentos,20,-953,19,10.296308053486207,0,0.24444444444444444,45,23814.126444444442
423,Fornecedor_6,2023-08-20,2023-08-29,2023-08-29,11406.42,Equipamentos,9,-1005,9,9.342019299846877,0,0.28888888888888886,45,26625.86022222222
424,Fornecedor_8,2023-06-07,2023-06-17,2023-06-19,32921.39,Tecnologia,10,-1078,12,10.40190825239875,1,0.3269230769230769,52,28221.404230769233
425,Fornecedor_8,2023-09-28,2023-10-12,2023-10-10,23269.35,Equipamentos,14,-961,12,10.054935297008322,0,0.3269230769230769,52,28221.404230769233
426,Fornecedor_18,2023-12-27,2024-01-05,2024-01-03,35236.04,Insumos,9,-876,7,10.469853081062595,0,0.3409090909090909,44,23445.405000000002
427,Fornecedor_3,2023-01-31,2023-02-13,2023-02-13,30846.35,Insumos,13,-1202,13,10.336806126130183,0,0.24444444444444444,45,23814.126444444442
428,Fornecedor_10,2023-05-17,2023-06-07,2023-06-07,20107.9,Tecnologia,21,-1088,21,9.908917782115996,0,0.34545454545454546,55,25275.839636363635
429,Fornecedor_13,2023-06-18,2023-07-01,2023-07-02,14472.03,Insumos,13,-1064,14,9.580042196460717,1,0.2786885245901639,61,27560.733770491803
430,Fornecedor_8,2023-06-08,2023-06-19,2023-06-17,41163.52,Medicamentos,11,-1076,9,10.625331999273435,0,0.3269230769230769,52,28221.404230769233
431,Fornecedor_14,2023-08-09,2023-08-20,2023-08-18,15647.59,Medicamentos,11,-1014,9,9.65813609606278,0,0.3404255319148936,47,27536.185319148935
432,Fornecedor_13,2023-07-12,2023-07-31,2023-07-31,42993.45,Insumos,19,-1034,19,10.668826316578038,0,0.2786885245901639,61,27560.733770491803
433,Fornecedor_7,2023-08-20,2023-09-04,2023-09-05,3470.66,Insumos,15,-999,16,8.15238814471787,1,0.3269230769230769,52,26954.52903846154
434,Fornecedor_7,2023-05-21,2023-05-30,2023-05-30,37388.68,Insumos,9,-1096,9,10.529150009496451,0,0.3269230769230769,52,26954.52903846154
435,Fornecedor_6,2023-05-26,2023-05-31,2023-06-01,41358.53,Insumos,5,-1095,6,10.63005814548138,1,0.28888888888888886,45,26625.86022222222
436,Fornecedor_8,2023-09-08,2023-09-17,2023-09-16,36954.95,Equipamentos,9,-986,8,10.517481941829443,0,0.3269230769230769,52,28221.404230769233
437,Fornecedor_6,2023-01-11,2023-01-28,2023-01-31,46127.48,Insumos,17,-1218,20,10.739185825651306,1,0.28888888888888886,45,26625.86022222222
438,Fornecedor_16,2023-01-29,2023-02-08,2023-02-07,34772.14,Insumos,10,-1207,9,10.456600528660964,0,0.2545454545454545,55,23819.375818181816
439,Fornecedor_3,2023-12-04,2023-12-18,2023-12-18,11330.96,Tecnologia,14,-894,14,9.335382331117138,0,0.24444444444444444,45,23814.126444444442
440,Fornecedor_9,2023-05-14,2023-06-06,2023-06-04,13947.11,Tecnologia,23,-1089,21,9.543099294199775,0,0.22727272727272727,44,26572.065454545453
441,Fornecedor_16,2023-02-12,2023-03-05,2023-03-03,4943.5,Tecnologia,21,-1182,19,8.506031126710045,0,0.2545454545454545,55,23819.375818181816
442,Fornecedor_3,2023-03-28,2023-04-20,2023-04-20,24256.34,Tecnologia,23,-1136,23,10.096474530979526,0,0.24444444444444444,45,23814.126444444442
443,Fornecedor_20,2023-11-10,2023-11-18,2023-11-16,13929.14,Insumos,8,-924,6,9.541810116974604,0,0.3220338983050847,59,21740.94559322034
444,Fornecedor_7,2023-11-09,2023-11-20,2023-11-18,34992.49,Tecnologia,11,-922,9,10.462917323171405,0,0.3269230769230769,52,26954.52903846154
445,Fornecedor_2,2023-03-20,2023-04-02,2023-03-31,11463.59,Medicamentos,13,-1154,11,9.34701843364079,0,0.23255813953488372,43,24466.852790697674
446,Fornecedor_12,2023-12-10,2023-12-30,2024-01-05,41064.32,Equipamentos,20,-882,26,10.622919248667978,1,0.20512820512820512,39,27436.36
447,Fornecedor_5,2023-07-29,2023-08-10,2023-08-10,46096.88,Equipamentos,12,-1024,12,10.73852224094249,0,0.41304347826086957,46,26724.331521739132
448,Fornecedor_19,2023-07-20,2023-07-27,2023-07-26,41049.28,Equipamentos,7,-1038,6,10.622552935807372,0,0.3793103448275862,58,30085.888275862068
449,Fornecedor_17,2023-11-01,2023-11-23,2023-11-23,26363.0,Equipamentos,22,-919,22,10.17975472217261,0,0.37037037037037035,54,25592.20962962963
450,Fornecedor_14,2023-10-03,2023-10-11,2023-10-11,10241.66,Insumos,8,-962,8,9.234316630485251,0,0.3404255319148936,47,27536.185319148935
451,Fornecedor_7,2023-06-03,2023-06-09,2023-06-08,46957.62,Tecnologia,6,-1086,5,10.757022067358085,0,0.3269230769230769,52,26954.52903846154
452,Fornecedor_17,2023-11-30,2023-12-20,2023-12-20,30410.95,Medicamentos,20,-892,20,10.322590902259115,0,0.37037037037037035,54,25592.20962962963
453,Fornecedor_6,2023-09-30,2023-10-20,2023-10-23,31534.34,Insumos,20,-953,23,10.35886410071079,1,0.28888888888888886,45,26625.86022222222
454,Fornecedor_1,2023-09-18,2023-10-08,2023-10-14,35191.44,Insumos,20,-965,26,10.46858656579195,1,0.39215686274509803,51,26938.735098039215
455,Fornecedor_15,2023-06-05,2023-06-12,2023-06-18,13303.89,Equipamentos,7,-1083,13,9.495886915809029,1,0.34615384615384615,52,27936.5375
456,Fornecedor_3,2023-11-21,2023-11-28,2023-11-30,7189.15,Medicamentos,7,-914,9,8.880467312806239,1,0.24444444444444444,45,23814.126444444442
457,Fornecedor_16,2023-05-12,2023-06-05,2023-06-04,15046.55,Tecnologia,24,-1090,23,9.618970466227504,0,0.2545454545454545,55,23819.375818181816
458,Fornecedor_19,2023-07-06,2023-07-29,2023-08-04,31976.48,Insumos,23,-1036,29,10.37278718403359,1,0.3793103448275862,58,30085.888275862068
459,Fornecedor_15,2023-01-13,2023-01-24,2023-01-22,27238.29,Insumos,11,-1222,9,10.212415695312895,0,0.34615384615384615,52,27936.5375
460,Fornecedor_9,2023-05-11,2023-05-26,2023-05-31,4392.44,Medicamentos,15,-1100,20,8.387867798304578,1,0.22727272727272727,44,26572.065454545453
461,Fornecedor_1,2023-11-29,2023-12-22,2023-12-21,24924.09,Medicamentos,23,-890,22,10.123630205656017,0,0.39215686274509803,51,26938.735098039215
462,Fornecedor_5,2023-12-19,2024-01-10,2024-01-12,16919.44,Equipamentos,22,-871,24,9.736277637550229,1,0.41304347826086957,46,26724.331521739132
463,Fornecedor_3,2023-12-19,2024-01-10,2024-01-10,42948.1,Tecnologia,22,-871,22,10.66777097259448,0,0.24444444444444444,45,23814.126444444442
464,Fornecedor_6,2023-11-14,2023-11-24,2023-11-22,44623.04,Insumos,10,-918,8,10.706028006245498,0,0.28888888888888886,45,26625.86022222222
465,Fornecedor_6,2023-12-23,2024-01-05,2024-01-04,30429.79,Insumos,13,-876,12,10.323210203776508,0,0.28888888888888886,45,26625.86022222222
466,Fornecedor_17,2023-11-27,2023-12-16,2023-12-19,15798.7,Medicamentos,19,-896,22,9.667746231493025,1,0.37037037037037035,54,25592.20962962963
467,Fornecedor_9,2023-06-08,2023-07-01,2023-06-29,44198.82,Medicamentos,23,-1064,21,10.696475995659307,0,0.22727272727272727,44,26572.065454545453
468,Fornecedor_15,2023-05-14,2023-06-03,2023-06-02,25151.59,Insumos,20,-1092,19,10.132716152332948,0,0.34615384615384615,52,27936.5375
469,Fornecedor_19,2023-05-25,2023-06-18,2023-06-18,32370.2,Insumos,24,-1077,24,10.385024417595536,0,0.3793103448275862,58,30085.888275862068
470,Fornecedor_16,2023-12-18,2023-12-23,2023-12-29,49555.14,Medicamentos,5,-889,11,10.810861447318409,1,0.2545454545454545,55,23819.375818181816
471,Fornecedor_4,2023-04-07,2023-04-17,2023-04-17,45851.34,Tecnologia,10,-1139,10,10.733181512369233,0,0.32,50,24059.582799999996
472,Fornecedor_17,2023-08-25,2023-09-07,2023-09-08,19852.3,Tecnologia,13,-996,14,9.896125519149246,1,0.37037037037037035,54,25592.20962962963
473,Fornecedor_14,2023-10-15,2023-11-07,2023-11-13,49302.7,Insumos,23,-935,29,10.805754407924557,1,0.3404255319148936,47,27536.185319148935
474,Fornecedor_5,2023-08-24,2023-09-07,2023-09-13,10749.87,Tecnologia,14,-996,20,9.282741960513693,1,0.41304347826086957,46,26724.331521739132
475,Fornecedor_13,2023-04-10,2023-04-19,2023-04-17,31019.44,Medicamentos,9,-1137,7,10.342401621027095,0,0.2786885245901639,61,27560.733770491803
476,Fornecedor_9,2023-10-28,2023-11-18,2023-11-18,6621.96,Tecnologia,21,-924,21,8.798297678907629,0,0.22727272727272727,44,26572.065454545453
477,Fornecedor_16,2023-10-08,2023-10-28,2023-10-28,23879.71,Medicamentos,20,-945,20,10.08082629905785,0,0.2545454545454545,55,23819.375818181816
478,Fornecedor_6,2023-12-02,2023-12-07,2023-12-05,38500.63,Insumos,5,-905,3,10.558455857042,0,0.28888888888888886,45,26625.86022222222
479,Fornecedor_16,2023-01-22,2023-02-15,2023-02-14,42943.34,Insumos,24,-1200,23,10.667660137587642,0,0.2545454545454545,55,23819.375818181816
480,Fornecedor_7,2023-11-30,2023-12-14,2023-12-14,36145.79,Insumos,14,-898,14,10.495343426963753,0,0.3269230769230769,52,26954.52903846154
481,Fornecedor_9,2023-02-03,2023-02-14,2023-02-14,46882.19,Medicamentos,11,-1201,11,10.755414468010951,0,0.22727272727272727,44,26572.065454545453
482,Fornecedor_12,2023-01-05,2023-01-10,2023-01-10,44722.75,Medicamentos,5,-1236,5,10.708259959411729,0,0.20512820512820512,39,27436.36
483,Fornecedor_4,2023-02-09,2023-03-02,2023-03-01,8572.04,Medicamentos,21,-1185,20,9.056377674479139,0,0.32,50,24059.582799999996
484,Fornecedor_8,2023-05-05,2023-05-28,2023-05-26,46049.7,Insumos,23,-1098,21,10.737498242436542,0,0.3269230769230769,52,28221.404230769233
485,Fornecedor_15,2023-03-09,2023-03-30,2023-03-30,25110.49,Equipamentos,21,-1157,21,10.131080789299949,0,0.34615384615384615,52,27936.5375
486,Fornecedor_15,2023-06-12,2023-06-18,2023-06-18,39786.9,Tecnologia,6,-1077,6,10.591318124948547,0,0.34615384615384615,52,27936.5375
487,Fornecedor_3,2023-06-12,2023-06-26,2023-06-28,29903.36,Equipamentos,14,-1069,16,10.305759568146156,1,0.24444444444444444,45,23814.126444444442
488,Fornecedor_5,2023-02-12,2023-02-17,2023-02-15,31622.65,Tecnologia,5,-1198,3,10.361660537371638,0,0.41304347826086957,46,26724.331521739132
489,Fornecedor_16,2023-12-01,2023-12-18,2023-12-16,29048.44,Insumos,17,-894,15,10.276754484985817,0,0.2545454545454545,55,23819.375818181816
490,Fornecedor_14,2023-07-30,2023-08-04,2023-08-05,9036.41,Equipamentos,5,-1030,6,9.10912790791121,1,0.3404255319148936,47,27536.185319148935
491,Fornecedor_19,2023-12-25,2024-01-07,2024-01-09,16752.7,Insumos,13,-874,15,9.726374408381776,1,0.3793103448275862,58,30085.888275862068
492,Fornecedor_20,2023-02-08,2023-03-02,2023-02-28,24307.13,Medicamentos,22,-1185,20,10.098566141274514,0,0.3220338983050847,59,21740.94559322034
493,Fornecedor_5,2023-06-26,2023-07-20,2023-07-19,21433.63,Equipamentos,24,-1045,23,9.972763117394877,0,0.41304347826086957,46,26724.331521739132
494,Fornecedor_9,2023-05-03,2023-05-09,2023-05-09,21040.69,Equipamentos,6,-1117,6,9.954260986819827,0,0.22727272727272727,44,26572.065454545453
495,Fornecedor_17,2023-07-29,2023-08-21,2023-08-21,7784.98,Medicamentos,23,-1013,23,8.960079959454028,0,0.37037037037037035,54,25592.20962962963
496,Fornecedor_20,2023-09-19,2023-10-08,2023-10-06,47387.35,Medicamentos,19,-965,17,10.766131696883452,0,0.3220338983050847,59,21740.94559322034
497,Fornecedor_3,2023-08-19,2023-08-27,2023-08-29,45766.34,Insumos,8,-1007,10,10.731326015288541,1,0.24444444444444444,45,23814.126444444442
498,Fornecedor_10,2023-08-08,2023-08-15,2023-08-15,13338.93,Equipamentos,7,-1019,7,9.498517072079535,0,0.34545454545454546,55,25275.839636363635
499,Fornecedor_9,2023-10-24,2023-11-15,2023-11-15,35957.97,Tecnologia,22,-927,22,10.490133845238743,0,0.22727272727272727,44,26572.065454545453
500,Fornecedor_9,2023-07-17,2023-07-28,2023-07-27,40101.59,Insumos,11,-1037,10,10.59919619973759,0,0.22727272727272727,44,26572.065454545453
501,Fornecedor_4,2023-01-06,2023-01-16,2023-01-22,40546.25,Medicamentos,10,-1230,16,10.6102232397346,1,0.32,50,24059.582799999996
502,Fornecedor_20,2023-01-08,2023-01-14,2023-01-12,6226.32,Insumos,6,-1232,4,8.73670134266401,0,0.3220338983050847,59,21740.94559322034
503,Fornecedor_3,2023-10-21,2023-11-07,2023-11-06,2681.69,Tecnologia,17,-935,16,7.894575301446706,0,0.24444444444444444,45,23814.126444444442
504,Fornecedor_15,2023-12-28,2024-01-07,2024-01-09,15494.03,Medicamentos,10,-874,12,9.648274606328396,1,0.34615384615384615,52,27936.5375
505,Fornecedor_19,2023-12-01,2023-12-21,2023-12-26,3555.74,Tecnologia,20,-891,25,8.17659967397183,1,0.3793103448275862,58,30085.888275862068
506,Fornecedor_7,2023-02-03,2023-02-09,2023-02-08,26000.6,Insumos,6,-1206,5,10.165913353571744,0,0.3269230769230769,52,26954.52903846154
507,Fornecedor_20,2023-01-28,2023-02-08,2023-02-08,9844.63,Insumos,11,-1207,11,9.19478298089988,0,0.3220338983050847,59,21740.94559322034
508,Fornecedor_5,2023-06-29,2023-07-19,2023-07-19,46214.25,Tecnologia,20,-1046,20,10.741065109183326,0,0.41304347826086957,46,26724.331521739132
509,Fornecedor_8,2023-03-19,2023-03-27,2023-03-26,26849.27,Insumos,8,-1160,7,10.198031155752373,0,0.3269230769230769,52,28221.404230769233
510,Fornecedor_20,2023-01-31,2023-02-05,2023-02-10,25949.99,Equipamentos,5,-1210,10,10.163965038155348,1,0.3220338983050847,59,21740.94559322034
511,Fornecedor_20,2023-06-24,2023-07-11,2023-07-09,10784.06,Medicamentos,17,-1054,15,9.285917122090119,0,0.3220338983050847,59,21740.94559322034
512,Fornecedor_15,2023-01-10,2023-01-29,2023-02-02,25910.84,Tecnologia,19,-1217,23,10.162455286086809,1,0.34615384615384615,52,27936.5375
513,Fornecedor_11,2023-11-20,2023-11-28,2023-11-26,2004.65,Tecnologia,8,-914,6,7.603723476728784,0,0.125,48,25942.747083333335
514,Fornecedor_14,2023-09-17,2023-09-24,2023-09-25,2079.07,Equipamentos,7,-979,8,7.6401568259752395,1,0.3404255319148936,47,27536.185319148935
515,Fornecedor_16,2023-11-07,2023-11-23,2023-11-22,24325.84,Insumos,16,-919,15,10.099335546536736,0,0.2545454545454545,55,23819.375818181816
516,Fornecedor_18,2023-12-20,2024-01-03,2024-01-02,13117.06,Tecnologia,14,-878,13,9.481745185711189,0,0.3409090909090909,44,23445.405000000002
517,Fornecedor_4,2023-08-16,2023-09-04,2023-09-03,3619.02,Tecnologia,19,-999,18,8.194234829666433,0,0.32,50,24059.582799999996
518,Fornecedor_17,2023-03-22,2023-04-13,2023-04-18,4097.48,Tecnologia,22,-1143,27,8.318371452247094,1,0.37037037037037035,54,25592.20962962963
519,Fornecedor_17,2023-10-12,2023-10-30,2023-10-28,15667.23,Equipamentos,18,-943,16,9.659390374279713,0,0.37037037037037035,54,25592.20962962963
520,Fornecedor_15,2023-06-15,2023-07-08,2023-07-08,42824.17,Tecnologia,23,-1057,23,10.66488129282834,0,0.34615384615384615,52,27936.5375
521,Fornecedor_15,2023-12-01,2023-12-10,2023-12-10,6166.8,Medicamentos,9,-902,9,8.72709748929592,0,0.34615384615384615,52,27936.5375
