OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria
642,Fornecedor_1,2023-09-27,2023-10-09,2023-10-15,31943.14,Insumos
643,Fornecedor_4,2023-04-27,2023-05-16,2023-05-15,22091.35,Tecnologia
644,Fornecedor_2,2023-02-08,2023-02-13,2023-02-12,36374.98,Insumos
645,Fornecedor_16,2023-08-02,2023-08-10,2023-08-10,20934.12,Equipamentos
646,Fornecedor_20,2023-06-16,2023-07-02,2023-06-30,23617.16,Tecnologia
647,Fornecedor_6,2023-06-11,2023-06-24,2023-06-22,27275.66,Tecnologia
648,Fornecedor_1,2023-09-15,2023-09-22,2023-09-22,16644.7,Medicamentos
649,Fornecedor_13,2023-09-03,2023-09-09,2023-09-13,24020.59,Equipamentos
650,Fornecedor_12,2023-04-24,2023-05-13,2023-05-13,4347.07,Medicamentos
651,Fornecedor_2,2023-04-25,2023-05-03,2023-05-03,3468.47,Equipamentos
652,Fornecedor_3,2023-10-22,2023-10-28,2023-10-28,7964.44,Medicamentos
653,Fornecedor_17,2023-01-29,2023-02-05,2023-02-05,7656.55,Insumos
654,Fornecedor_20,2023-07-23,2023-08-05,2023-08-04,14308.6,Insumos
655,Fornecedor_20,2023-04-25,2023-05-15,2023-05-21,27248.43,Tecnologia
656,Fornecedor_5,2023-12-22,2024-01-09,2024-01-07,21131.37,Equipamentos
657,Fornecedor_2,2023-02-01,2023-02-16,2023-02-18,2676.5,Equipamentos
658,Fornecedor_19,2023-06-29,2023-07-20,2023-07-18,49813.82,Insumos
659,Fornecedor_9,2023-03-08,2023-03-28,2023-03-28,26544.61,Equipamentos
660,Fornecedor_11,2023-11-20,2023-12-05,2023-12-05,48734.21,Insumos
661,Fornecedor_1,2023-11-27,2023-12-14,2023-12-12,16692.71,Equipamentos
662,Fornecedor_18,2023-09-19,2023-09-25,2023-09-24,26517.8,Insumos
663,Fornecedor_5,2023-01-01,2023-01-06,2023-01-07,31047.32,Insumos
664,Fornecedor_13,2023-11-25,2023-12-03,2023-12-03,12818.86,Tecnologia
665,Fornecedor_18,2023-12-31,2024-01-22,2024-01-22,48862.33,Equipamentos
666,Fornecedor_16,2023-10-08,2023-10-13,2023-10-17,43125.26,Equipamentos
667,Fornecedor_10,2023-05-25,2023-06-05,2023-06-03,38294.62,Equipamentos
668,Fornecedor_15,2023-12-19,2023-12-27,2023-12-25,24946.88,Medicamentos
669,Fornecedor_12,2023-08-13,2023-08-28,2023-08-26,24557.71,Medicamentos
670,Fornecedor_13,2023-10-25,2023-11-04,2023-11-03,29768.95,Equipamentos
671,Fornecedor_4,2023-06-02,2023-06-08,2023-06-07,5110.28,Insumos
672,Fornecedor_20,2023-10-05,2023-10-14,2023-10-12,10166.6,Medicamentos
673,Fornecedor_1,2023-02-16,2023-03-02,2023-03-08,16947.63,Equipamentos
674,Fornecedor_14,2023-10-19,2023-11-07,2023-11-06,46004.68,Tecnologia
675,Fornecedor_17,2023-11-15,2023-11-20,2023-11-19,12407.11,Tecnologia
676,Fornecedor_9,2023-03-10,2023-03-22,2023-03-20,10568.69,Insumos
677,Fornecedor_19,2023-11-15,2023-12-01,2023-12-01,24263.94,Equipamentos
678,Fornecedor_15,2023-02-02,2023-02-20,2023-02-20,25886.62,Medicamentos
679,Fornecedor_17,2023-09-07,2023-09-17,2023-09-15,46688.42,Tecnologia
680,Fornecedor_1,2023-02-15,2023-03-02,2023-03-04,32721.73,Tecnologia
681,Fornecedor_4,2023-12-11,2023-12-19,2023-12-23,4909.35,Medicamentos
682,Fornecedor_17,2023-12-25,2024-01-06,2024-01-12,19122.39,Tecnologia
683,Fornecedor_17,2023-02-27,2023-03-17,2023-03-19,36809.04,Equipamentos
684,Fornecedor_1,2023-06-03,2023-06-13,2023-06-11,5125.7,Medicamentos
685,Fornecedor_4,2023-10-16,2023-11-06,2023-11-11,2333.84,Medicamentos
686,Fornecedor_11,2023-12-27,2024-01-12,2024-01-10,48961.92,Insumos
687,Fornecedor_9,2023-02-03,2023-02-22,2023-02-21,20129.56,Insumos
688,Fornecedor_5,2023-05-15,2023-05-27,2023-06-02,28379.6,Insumos
689,Fornecedor_1,2023-07-13,2023-07-29,2023-07-27,34726.46,Insumos
690,Fornecedor_19,2023-11-04,2023-11-09,2023-11-08,34239.31,Insumos
691,Fornecedor_13,2023-02-01,2023-02-20,2023-02-18,31548.01,Insumos
692,Fornecedor_18,2023-09-09,2023-09-28,2023-09-26,16593.05,Equipamentos
693,Fornecedor_15,2023-05-22,2023-05-28,2023-05-31,33287.41,Medicamentos
694,Fornecedor_15,2023-05-08,2023-05-27,2023-06-02,48104.87,Equipamentos
695,Fornecedor_9,2023-05-24,2023-05-29,2023-05-27,49319.26,Insumos
696,Fornecedor_16,2023-10-13,2023-11-01,2023-10-30,20880.2,Medicamentos
697,Fornecedor_13,2023-03-08,2023-03-15,2023-03-14,28064.08,Insumos
698,Fornecedor_16,2023-08-28,2023-09-05,2023-09-03,17013.4,Equipamentos
699,Fornecedor_19,2023-03-03,2023-03-15,2023-03-15,19455.85,Tecnologia
700,Fornecedor_16,2023-07-31,2023-08-12,2023-08-11,8131.43,Insumos
701,Fornecedor_12,2023-04-07,2023-04-19,2023-04-19,6436.68,Medicamentos
702,Fornecedor_13,2023-02-28,2023-03-21,2023-03-21,16714.14,Insumos
703,Fornecedor_10,2023-08-21,2023-08-28,2023-08-26,22835.31,Medicamentos
704,Fornecedor_17,2023-10-14,2023-10-24,2023-10-23,29014.79,Equipamentos
705,Fornecedor_18,2023-07-05,2023-07-16,2023-07-19,26416.87,Medicamentos
706,Fornecedor_1,2023-04-07,2023-04-30,2023-05-06,23332.97,Equipamentos
707,Fornecedor_3,2023-10-30,2023-11-23,2023-11-21,5549.65,Insumos
708,Fornecedor_12,2023-12-06,2023-12-26,2023-12-25,16284.0,Equipamentos
709,Fornecedor_14,2023-10-25,2023-11-13,2023-11-11,32594.12,Tecnologia
710,Fornecedor_10,2023-10-04,2023-10-17,2023-10-19,33257.3,Insumos
711,Fornecedor_8,2023-02-10,2023-02-28,2023-02-27,30311.12,Equipamentos
712,Fornecedor_18,2023-04-21,2023-05-08,2023-05-13,13551.06,Medicamentos
713,Fornecedor_7,2023-05-13,2023-05-23,2023-05-21,28233.19,Tecnologia
714,Fornecedor_2,2023-09-23,2023-10-09,2023-10-09,22058.7,Medicamentos
715,Fornecedor_10,2023-05-05,2023-05-25,2023-05-24,35887.5,Medicamentos
716,Fornecedor_5,2023-08-07,2023-08-26,2023-08-26,5344.27,Equipamentos
717,Fornecedor_5,2023-03-16,2023-04-07,2023-04-09,16335.82,Equipamentos
718,Fornecedor_9,2023-05-30,2023-06-06,2023-06-06,26103.82,Medicamentos
719,Fornecedor_15,2023-09-04,2023-09-15,2023-09-15,22513.74,Medicamentos
720,Fornecedor_15,2023-06-16,2023-07-01,2023-07-05,36990.12,Insumos
721,Fornecedor_6,2023-10-21,2023-10-31,2023-10-29,2374.82,Tecnologia
722,Fornecedor_17,2023-02-13,2023-03-01,2023-02-28,20046.94,Equipamentos
723,Fornecedor_16,2023-04-14,2023-05-01,2023-05-07,19536.06,Tecnologia
724,Fornecedor_8,2023-02-03,2023-02-14,2023-02-20,7408.62,Tecnologia
725,Fornecedor_12,2023-04-06,2023-04-19,2023-04-19,49156.76,Insumos
726,Fornecedor_5,2023-07-19,2023-08-05,2023-08-04,47089.21,Equipamentos
727,Fornecedor_4,2023-03-11,2023-03-30,2023-04-02,7196.49,Medicamentos
728,Fornecedor_10,2023-07-18,2023-08-06,2023-08-04,37060.32,Medicamentos
729,Fornecedor_16,2023-01-24,2023-02-16,2023-02-15,26147.83,Tecnologia
730,Fornecedor_5,2023-08-03,2023-08-15,2023-08-14,5665.01,Medicamentos
731,Fornecedor_16,2023-04-17,2023-05-10,2023-05-10,9001.4,Tecnologia
732,Fornecedor_5,2023-02-09,2023-02-23,2023-02-28,6950.83,Medicamentos
733,Fornecedor_13,2023-02-01,2023-02-20,2023-02-26,49768.32,Medicamentos
734,Fornecedor_17,2023-10-21,2023-10-27,2023-10-26,44742.01,Tecnologia
735,Fornecedor_14,2023-02-08,2023-02-28,2023-02-26,15370.21,Insumos
736,Fornecedor_13,2023-07-04,2023-07-18,2023-07-19,34923.81,Insumos
737,Fornecedor_20,2023-12-10,2023-12-27,2023-12-26,37490.82,Insumos
738,Fornecedor_8,2023-03-08,2023-03-26,2023-03-26,17573.81,Medicamentos
739,Fornecedor_8,2023-09-24,2023-10-03,2023-10-05,24907.12,Equipamentos
740,Fornecedor_4,2023-01-17,2023-01-29,2023-01-29,9736.38,Insumos
741,Fornecedor_13,2023-10-14,2023-10-24,2023-10-24,47391.53,Medicamentos
742,Fornecedor_20,2023-12-31,2024-01-11,2024-01-09,40514.75,Tecnologia
743,Fornecedor_13,2023-07-07,2023-07-23,2023-07-23,4667.62,Insumos
744,Fornecedor_8,2023-02-23,2023-03-01,2023-03-01,28181.91,Equipamentos
745,Fornecedor_8,2023-05-02,2023-05-26,2023-05-30,49236.95,Equipamentos
746,Fornecedor_3,2023-08-29,2023-09-19,2023-09-25,26877.66,Tecnologia
747,Fornecedor_2,2023-09-01,2023-09-19,2023-09-18,48938.89,Equipamentos
748,Fornecedor_6,2023-11-02,2023-11-15,2023-11-15,3598.24,Equipamentos
749,Fornecedor_3,2023-12-30,2024-01-06,2024-01-05,18504.02,Tecnologia
750,Fornecedor_8,2023-06-24,2023-06-29,2023-06-27,13740.41,Medicamentos
751,Fornecedor_3,2023-06-05,2023-06-25,2023-06-25,14250.88,Tecnologia
752,Fornecedor_10,2023-06-11,2023-07-05,2023-07-04,37241.96,Equipamentos
753,Fornecedor_7,2023-11-25,2023-12-04,2023-12-09,42820.65,Equipamentos
754,Fornecedor_11,2023-03-10,2023-03-22,2023-03-20,41633.6,Medicamentos
755,Fornecedor_14,2023-02-09,2023-02-15,2023-02-17,20221.51,Medicamentos
756,Fornecedor_14,2023-12-20,2024-01-02,2024-01-02,12514.5,Equipamentos
757,Fornecedor_5,2023-02-03,2023-02-16,2023-02-15,44821.6,Equipamentos
758,Fornecedor_19,2023-09-28,2023-10-03,2023-10-02,17339.11,Insumos
759,Fornecedor_7,2023-03-19,2023-03-30,2023-03-29,5794.55,Equipamentos
760,Fornecedor_20,2023-03-03,2023-03-08,2023-03-06,11100.73,Tecnologia
761,Fornecedor_14,2023-12-08,2023-12-20,2023-12-18,41082.53,Insumos
762,Fornecedor_17,2023-02-06,2023-02-17,2023-02-17,48060.98,Medicamentos
763,Fornecedor_4,2023-09-26,2023-10-18,2023-10-18,36311.32,Insumos
764,Fornecedor_20,2023-10-10,2023-11-02,2023-11-06,15952.78,Tecnologia
765,Fornecedor_15,2023-12-05,2023-12-16,2023-12-15,18497.57,Tecnologia
766,Fornecedor_8,2023-09-08,2023-09-16,2023-09-15,12575.28,Medicamentos
767,Fornecedor_2,2023-01-13,2023-01-28,2023-02-03,3922.09,Tecnologia
768,Fornecedor_11,2023-08-22,2023-09-14,2023-09-14,44894.17,Tecnologia
769,Fornecedor_12,2023-12-22,2024-01-12,2024-01-12,27709.71,Medicamentos
770,Fornecedor_1,2023-10-09,2023-10-31,2023-10-31,31234.92,Medicamentos
771,Fornecedor_15,2023-08-18,2023-09-03,2023-09-03,19400.89,Insumos
772,Fornecedor_9,2023-06-19,2023-07-08,2023-07-08,9496.01,Equipamentos
773,Fornecedor_1,2023-04-18,2023-05-03,2023-05-08,11733.1,Equipamentos
774,Fornecedor_1,2023-02-25,2023-03-08,2023-03-07,29077.1,Medicamentos
775,Fornecedor_10,2023-02-25,2023-03-10,2023-03-09,33564.68,Insumos
776,Fornecedor_13,2023-05-24,2023-05-31,2023-06-05,39533.53,Insumos
777,Fornecedor_17,2023-10-24,2023-10-30,2023-10-31,21836.54,Medicamentos
778,Fornecedor_16,2023-11-13,2023-11-18,2023-11-16,11422.21,Medicamentos
779,Fornecedor_14,2023-03-12,2023-03-29,2023-03-29,18592.37,Insumos
780,Fornecedor_16,2023-06-28,2023-07-09,2023-07-14,16722.39,Tecnologia
781,Fornecedor_1,2023-06-10,2023-06-20,2023-06-21,49375.26,Equipamentos
782,Fornecedor_11,2023-08-07,2023-08-17,2023-08-16,26337.75,Equipamentos
783,Fornecedor_13,2023-10-04,2023-10-23,2023-10-21,35673.62,Insumos
784,Fornecedor_4,2023-11-05,2023-11-10,2023-11-13,22522.68,Tecnologia
785,Fornecedor_14,2023-02-08,2023-02-18,2023-02-16,37099.32,Insumos
786,Fornecedor_20,2023-07-28,2023-08-09,2023-08-13,28323.44,Equipamentos
787,Fornecedor_7,2023-11-05,2023-11-15,2023-11-13,48356.54,Equipamentos
788,Fornecedor_13,2023-03-31,2023-04-21,2023-04-20,27210.85,Medicamentos
789,Fornecedor_18,2023-10-03,2023-10-12,2023-10-10,7088.8,Medicamentos
790,Fornecedor_8,2023-03-06,2023-03-11,2023-03-11,47025.31,Medicamentos
791,Fornecedor_15,2023-02-12,2023-03-02,2023-03-01,22205.38,Tecnologia
792,Fornecedor_7,2023-10-31,2023-11-11,2023-11-13,36543.54,Equipamentos
793,Fornecedor_6,2023-04-08,2023-04-13,2023-04-12,47428.76,Tecnologia
794,Fornecedor_12,2023-01-02,2023-01-12,2023-01-12,23284.03,Tecnologia
795,Fornecedor_19,2023-03-31,2023-04-20,2023-04-22,48092.84,Equipamentos
796,Fornecedor_9,2023-02-08,2023-02-18,2023-02-18,35325.21,Insumos
797,Fornecedor_13,2023-01-19,2023-01-25,2023-01-24,47613.07,Medicamentos
798,Fornecedor_14,2023-10-23,2023-10-28,2023-11-02,26992.01,Tecnologia
799,Fornecedor_18,2023-12-21,2024-01-07,2024-01-05,20326.79,Insumos
800,Fornecedor_16,2023-05-08,2023-05-29,2023-05-27,30811.95,Medicamentos
801,Fornecedor_4,2023-09-29,2023-10-04,2023-10-03,21219.69,Medicamentos
802,Fornecedor_5,2023-10-21,2023-10-27,2023-10-25,11673.47,Insumos
803,Fornecedor_5,2023-06-14,2023-07-08,2023-07-07,45598.64,Medicamentos
804,Fornecedor_3,2023-12-21,2024-01-11,2024-01-09,28171.84,Insumos
805,Fornecedor_13,2023-05-08,2023-05-22,2023-05-20,35939.91,Medicamentos
806,Fornecedor_4,2023-08-27,2023-09-13,2023-09-19,17206.53,Tecnologia
807,Fornecedor_18,2023-09-15,2023-09-30,2023-09-30,35042.08,Equipamentos
808,Fornecedor_12,2023-02-02,2023-02-24,2023-02-24,7548.46,Equipamentos
809,Fornecedor_10,2023-06-08,2023-06-27,2023-06-27,17291.52,Medicamentos
810,Fornecedor_15,2023-01-08,2023-01-20,2023-01-21,3520.15,Tecnologia
811,Fornecedor_12,2023-04-23,2023-05-10,2023-05-09,26784.75,Tecnologia
812,Fornecedor_2,2023-02-20,2023-03-04,2023-03-03,43685.4,Insumos
813,Fornecedor_19,2023-06-28,2023-07-09,2023-07-09,46615.34,Medicamentos
814,Fornecedor_17,2023-06-10,2023-07-03,2023-07-02,27944.77,Equipamentos
815,Fornecedor_19,2023-10-27,2023-11-01,2023-11-07,35378.18,Tecnologia
816,Fornecedor_14,2023-07-17,2023-08-01,2023-07-31,13477.82,Equipamentos
817,Fornecedor_18,2023-01-02,2023-01-19,2023-01-17,21225.18,Insumos
818,Fornecedor_12,2023-04-08,2023-04-18,2023-04-16,46529.44,Medicamentos
819,Fornecedor_5,2023-06-29,2023-07-15,2023-07-14,7516.66,Insumos
820,Fornecedor_15,2023-01-31,2023-02-20,2023-02-19,40239.19,Medicamentos
821,Fornecedor_6,2023-03-24,2023-03-31,2023-03-31,18163.09,Insumos
822,Fornecedor_20,2023-06-27,2023-07-16,2023-07-18,6509.85,Tecnologia
823,Fornecedor_16,2023-12-04,2023-12-15,2023-12-13,33699.3,Tecnologia
824,Fornecedor_9,2023-08-12,2023-08-27,2023-08-25,17984.41,Medicamentos
825,Fornecedor_13,2023-09-11,2023-09-17,2023-09-20,26511.51,Tecnologia
826,Fornecedor_11,2023-01-19,2023-01-27,2023-01-27,48989.67,Tecnologia
827,Fornecedor_7,2023-06-24,2023-07-08,2023-07-08,24951.64,Medicamentos
828,Fornecedor_12,2023-06-22,2023-07-04,2023-07-04,31992.62,Tecnologia
829,Fornecedor_13,2023-08-08,2023-08-19,2023-08-24,46655.95,Equipamentos
830,Fornecedor_8,2023-05-18,2023-06-01,2023-05-30,39881.41,Tecnologia
831,Fornecedor_12,2023-03-19,2023-03-24,2023-03-22,42453.83,Insumos
832,Fornecedor_19,2023-11-16,2023-12-09,2023-12-09,42294.37,Insumos
833,Fornecedor_8,2023-06-01,2023-06-07,2023-06-12,26055.2,Tecnologia
834,Fornecedor_10,2023-04-06,2023-04-15,2023-04-21,32304.04,Insumos
835,Fornecedor_15,2023-09-01,2023-09-18,2023-09-18,28347.08,Equipamentos
836,Fornecedor_20,2023-07-07,2023-07-18,2023-07-17,5402.54,Medicamentos
837,Fornecedor_2,2023-08-18,2023-09-11,2023-09-10,19239.35,Medicamentos
838,Fornecedor_18,2023-05-06,2023-05-17,2023-05-17,25043.77,Medicamentos
839,Fornecedor_8,2023-03-06,2023-03-24,2023-03-22,24900.63,Insumos
840,Fornecedor_16,2023-05-10,2023-05-31,2023-05-30,17703.93,Insumos
841,Fornecedor_19,2023-03-26,2023-04-02,2023-04-04,17321.41,Insumos
842,Fornecedor_10,2023-08-22,2023-09-11,2023-09-13,41782.92,Tecnologia
843,Fornecedor_13,2023-03-10,2023-03-17,2023-03-16,5791.12,Equipamentos
844,Fornecedor_7,2023-02-24,2023-03-08,2023-03-08,38798.01,Medicamentos
845,Fornecedor_13,2023-01-26,2023-02-10,2023-02-09,46979.99,Tecnologia
846,Fornecedor_15,2023-09-08,2023-09-30,2023-09-29,38504.03,Equipamentos
847,Fornecedor_16,2023-02-26,2023-03-21,2023-03-21,4416.3,Tecnologia
848,Fornecedor_8,2023-04-03,2023-04-10,2023-04-10,19425.5,Insumos
849,Fornecedor_5,2023-09-22,2023-10-06,2023-10-11,47062.6,Insumos
850,Fornecedor_7,2023-11-29,2023-12-04,2023-12-03,6552.2,Medicamentos
851,Fornecedor_9,2023-06-24,2023-07-06,2023-07-05,29363.72,Medicamentos
852,Fornecedor_15,2023-01-12,2023-01-22,2023-01-21,29737.79,Medicamentos
853,Fornecedor_4,2023-05-17,2023-05-30,2023-05-31,2018.86,Equipamentos
854,Fornecedor_18,2023-11-27,2023-12-11,2023-12-09,13570.37,Equipamentos
855,Fornecedor_20,2023-06-01,2023-06-07,2023-06-07,36417.14,Medicamentos
856,Fornecedor_1,2023-12-11,2023-12-27,2023-12-30,36662.52,Medicamentos
857,Fornecedor_19,2023-08-06,2023-08-13,2023-08-12,21348.93,Insumos
858,Fornecedor_10,2023-07-30,2023-08-12,2023-08-11,45592.2,Equipamentos
859,Fornecedor_11,2023-01-06,2023-01-23,2023-01-21,40025.22,Insumos
860,Fornecedor_2,2023-06-20,2023-07-06,2023-07-04,40742.11,Tecnologia
861,Fornecedor_5,2023-10-30,2023-11-12,2023-11-10,25372.22,Tecnologia
862,Fornecedor_11,2023-01-22,2023-01-29,2023-01-28,5321.61,Equipamentos
863,Fornecedor_6,2023-04-28,2023-05-21,2023-05-24,8968.9,Medicamentos
864,Fornecedor_4,2023-03-15,2023-03-29,2023-03-29,47057.86,Equipamentos
865,Fornecedor_17,2023-05-27,2023-06-03,2023-06-01,48364.6,Equipamentos
866,Fornecedor_2,2023-06-01,2023-06-21,2023-06-19,17751.8,Tecnologia
867,Fornecedor_14,2023-02-15,2023-02-22,2023-02-22,39258.42,Insumos
868,Fornecedor_6,2023-02-22,2023-03-15,2023-03-17,38712.13,Tecnologia
869,Fornecedor_18,2023-07-02,2023-07-24,2023-07-22,10065.22,Tecnologia
870,Fornecedor_6,2023-06-18,2023-06-24,2023-06-24,4017.16,Insumos
871,Fornecedor_17,2023-08-30,2023-09-15,2023-09-14,38048.42,Medicamentos
872,Fornecedor_7,2023-11-25,2023-12-01,2023-12-07,16258.54,Equipamentos
873,Fornecedor_9,2023-10-06,2023-10-28,2023-10-26,27992.3,Medicamentos
874,Fornecedor_20,2023-01-03,2023-01-08,2023-01-07,24632.98,Medicamentos
875,Fornecedor_2,2023-08-03,2023-08-19,2023-08-22,31764.75,Tecnologia
876,Fornecedor_18,2023-09-15,2023-09-25,2023-09-23,23474.56,Equipamentos
877,Fornecedor_5,2023-03-14,2023-04-02,2023-04-05,46690.75,Tecnologia
878,Fornecedor_11,2023-11-04,2023-11-20,2023-11-19,41522.48,Tecnologia
879,Fornecedor_1,2023-08-04,2023-08-21,2023-08-21,11517.43,Tecnologia
880,Fornecedor_5,2023-03-19,2023-04-09,2023-04-09,49166.09,Insumos
881,Fornecedor_10,2023-11-15,2023-11-24,2023-11-26,18011.62,Insumos
882,Fornecedor_6,2023-02-18,2023-03-12,2023-03-11,27396.76,Tecnologia
883,Fornecedor_15,2023-09-14,2023-10-03,2023-10-01,29768.52,Insumos
884,Fornecedor_2,2023-02-12,2023-02-26,2023-02-26,35461.56,Tecnologia
885,Fornecedor_1,2023-10-23,2023-11-16,2023-11-22,30109.91,Insumos
886,Fornecedor_16,2023-01-04,2023-01-09,2023-01-11,6557.38,Insumos
887,Fornecedor_11,2023-10-27,2023-11-08,2023-11-07,31358.45,Insumos
888,Fornecedor_18,2023-02-23,2023-02-28,2023-03-05,26499.45,Equipamentos
889,Fornecedor_18,2023-12-21,2024-01-09,2024-01-10,28675.58,Insumos
890,Fornecedor_20,2023-12-20,2024-01-10,2024-01-09,2820.71,Tecnologia
891,Fornecedor_20,2023-11-28,2023-12-08,2023-12-08,11221.88,Tecnologia
892,Fornecedor_3,2023-07-07,2023-07-28,2023-07-27,9273.19,Medicamentos
893,Fornecedor_8,2023-11-19,2023-11-28,2023-11-27,47104.74,Equipamentos
894,Fornecedor_18,2023-11-27,2023-12-08,2023-12-12,8181.73,Insumos
895,Fornecedor_1,2023-04-02,2023-04-14,2023-04-14,32775.21,Tecnologia
896,Fornecedor_8,2023-09-19,2023-10-03,2023-10-01,4778.05,Insumos
897,Fornecedor_14,2023-01-27,2023-02-03,2023-02-05,15785.13,Medicamentos
898,Fornecedor_14,2023-02-01,2023-02-08,2023-02-11,31724.44,Medicamentos
899,Fornecedor_16,2023-01-12,2023-01-21,2023-01-26,39832.47,Medicamentos
900,Fornecedor_10,2023-07-02,2023-07-20,2023-07-24,26414.61,Equipamentos
901,Fornecedor_15,2023-05-10,2023-05-17,2023-05-16,32228.77,Equipamentos
902,Fornecedor_17,2023-01-14,2023-01-22,2023-01-22,26127.81,Equipamentos
903,Fornecedor_11,2023-03-01,2023-03-06,2023-03-07,36349.57,Insumos
904,Fornecedor_10,2023-07-29,2023-08-05,2023-08-10,34950.15,Insumos
905,Fornecedor_2,2023-05-17,2023-05-28,2023-05-26,9314.96,Equipamentos
906,Fornecedor_9,2023-02-08,2023-03-01,2023-03-04,19912.05,Equipamentos
907,Fornecedor_20,2023-11-23,2023-12-03,2023-12-02,47372.32,Medicamentos
908,Fornecedor_17,2023-11-29,2023-12-21,2023-12-21,30399.79,Insumos
909,Fornecedor_12,2023-11-26,2023-12-07,2023-12-05,27862.59,Equipamentos
910,Fornecedor_13,2023-01-06,2023-01-29,2023-02-03,34760.89,Insumos
911,Fornecedor_1,2023-03-26,2023-04-14,2023-04-14,44892.6,Insumos
912,Fornecedor_19,2023-07-07,2023-07-17,2023-07-22,34886.4,Tecnologia
913,Fornecedor_5,2023-02-01,2023-02-06,2023-02-05,27018.35,Equipamentos
914,Fornecedor_14,2023-01-08,2023-01-22,2023-01-22,31296.62,Insumos
915,Fornecedor_16,2023-08-24,2023-08-30,2023-08-29,19314.38,Medicamentos
916,Fornecedor_17,2023-11-19,2023-12-11,2023-12-17,5052.73,Tecnologia
917,Fornecedor_2,2023-06-10,2023-06-28,2023-06-27,39325.31,Tecnologia
918,Fornecedor_1,2023-12-05,2023-12-13,2023-12-12,3868.07,Insumos
919,Fornecedor_6,2023-10-28,2023-11-11,2023-11-11,13801.93,Tecnologia
920,Fornecedor_20,2023-11-17,2023-12-04,2023-12-04,25998.84,Insumos
921,Fornecedor_11,2023-02-07,2023-02-24,2023-02-23,5956.44,Insumos
922,Fornecedor_19,2023-06-25,2023-07-13,2023-07-17,8269.04,Tecnologia
923,Fornecedor_12,2023-12-07,2023-12-21,2023-12-26,31314.02,Equipamentos
924,Fornecedor_4,2023-09-29,2023-10-10,2023-10-16,24310.52,Equipamentos
925,Fornecedor_1,2023-02-22,2023-03-12,2023-03-18,12893.78,Equipamentos
926,Fornecedor_12,2023-07-17,2023-08-05,2023-08-11,7344.2,Medicamentos
927,Fornecedor_10,2023-12-12,2023-12-24,2023-12-24,25697.62,Tecnologia
928,Fornecedor_11,2023-01-29,2023-02-10,2023-02-10,13883.02,Tecnologia
929,Fornecedor_18,2023-10-03,2023-10-10,2023-10-11,12456.38,Equipamentos
930,Fornecedor_1,2023-10-01,2023-10-06,2023-10-05,33632.32,Equipamentos
931,Fornecedor_12,2023-09-19,2023-10-03,2023-10-09,14048.33,Equipamentos
932,Fornecedor_5,2023-08-26,2023-09-14,2023-09-14,36838.9,Equipamentos
933,Fornecedor_18,2023-07-27,2023-08-14,2023-08-17,21441.41,Equipamentos
934,Fornecedor_2,2023-09-12,2023-10-04,2023-10-02,13257.7,Insumos
935,Fornecedor_18,2023-05-26,2023-06-09,2023-06-07,35039.69,Medicamentos
936,Fornecedor_10,2023-07-29,2023-08-13,2023-08-12,32828.02,Insumos
937,Fornecedor_3,2023-01-08,2023-01-19,2023-01-18,30006.2,Tecnologia
938,Fornecedor_18,2023-01-18,2023-01-25,2023-01-24,4725.2,Medicamentos
939,Fornecedor_11,2023-08-31,2023-09-18,2023-09-17,7598.84,Insumos
940,Fornecedor_11,2023-03-28,2023-04-16,2023-04-16,35072.69,Insumos
941,Fornecedor_15,2023-11-14,2023-11-19,2023-11-23,34417.18,Insumos
942,Fornecedor_12,2023-11-17,2023-12-02,2023-12-01,26045.56,Tecnologia
943,Fornecedor_10,2023-01-08,2023-01-31,2023-02-04,17939.11,Tecnologia
944,Fornecedor_15,2023-10-13,2023-11-06,2023-11-05,7395.21,Medicamentos
945,Fornecedor_11,2023-07-03,2023-07-18,2023-07-17,22133.47,Equipamentos
946,Fornecedor_4,2023-10-12,2023-10-21,2023-10-26,35266.17,Medicamentos
947,Fornecedor_20,2023-02-13,2023-03-01,2023-02-27,14088.94,Insumos
948,Fornecedor_1,2023-02-25,2023-03-20,2023-03-23,48668.69,Tecnologia
949,Fornecedor_13,2023-08-21,2023-09-01,2023-08-31,18727.44,Equipamentos
950,Fornecedor_11,2023-09-19,2023-09-28,2023-09-28,38624.08,Medicamentos
951,Fornecedor_7,2023-11-03,2023-11-23,2023-11-23,15289.74,Insumos
952,Fornecedor_4,2023-12-15,2023-12-27,2023-12-26,13626.22,Equipamentos
953,Fornecedor_3,2023-07-11,2023-08-01,2023-08-04,40236.22,Tecnologia
954,Fornecedor_19,2023-06-30,2023-07-19,2023-07-17,27701.95,Medicamentos
955,Fornecedor_20,2023-04-16,2023-04-26,2023-04-26,32278.42,Insumos
956,Fornecedor_4,2023-08-15,2023-08-23,2023-08-22,35145.52,Equipamentos
957,Fornecedor_1,2023-11-30,2023-12-13,2023-12-16,44716.17,Insumos
958,Fornecedor_19,2023-06-15,2023-07-08,2023-07-09,16098.49,Equipamentos
959,Fornecedor_4,2023-09-18,2023-10-07,2023-10-05,14815.12,Equipamentos
960,Fornecedor_9,2023-10-27,2023-11-17,2023-11-17,47882.3,Tecnologia
961,Fornecedor_14,2023-05-20,2023-06-06,2023-06-04,41344.21,Equipamentos
962,Fornecedor_13,2023-01-30,2023-02-09,2023-02-08,49237.67,Medicamentos
