OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria,dias_prazo,dias_para_vencer,dias_entrega_real,valor_log,atraso,taxa_atraso_fornecedor,total_of_fornecedor,valor_medio_fornecedor,risk_score,prioridade
298,Fornecedor_5,2023-05-31,2023-06-12,2023-06-18,13500.13,Tecnologia,12,-1083,18,9.510528664627264,1,0.41304347826086957,46,26724.331521739132,0.6608200632102866,Média
299,Fornecedor_11,2023-11-29,2023-12-07,2023-12-13,22686.74,Equipamentos,8,-905,14,10.02957996946365,1,0.125,48,25942.747083333335,0.12691573426313185,Baixa
300,Fornecedor_2,2023-01-13,2023-01-19,2023-01-19,3177.08,Equipamentos,6,-1227,6,8.064032519844645,0,0.23255813953488372,43,24466.852790697674,0.48419783888349743,Média
301,Fornecedor_17,2023-11-12,2023-11-27,2023-11-29,34421.48,Medicamentos,15,-915,17,10.446465118303035,1,0.37037037037037035,54,25592.20962962963,0.6443981918112481,Média
302,Fornecedor_16,2023-08-04,2023-08-09,2023-08-08,35379.08,Medicamentos,5,-1025,4,10.47390422887572,0,0.2545454545454545,55,23819.375818181816,0.6311953763119892,Média
303,Fornecedor_6,2023-05-06,2023-05-16,2023-05-20,46942.81,Tecnologia,10,-1110,14,10.75670663355892,1,0.28888888888888886,45,26625.86022222222,0.6621639297413429,Média
304,Fornecedor_7,2023-02-13,2023-03-02,2023-03-01,15209.27,Tecnologia,17,-1185,16,9.629726136575073,0,0.3269230769230769,52,26954.52903846154,0.32112765999935217,Baixa
305,Fornecedor_2,2023-10-22,2023-11-13,2023-11-12,11582.99,Insumos,22,-929,21,9.357379251365456,0,0.23255813953488372,43,24466.852790697674,0.08386169031264824,Baixa
306,Fornecedor_1,2023-04-02,2023-04-17,2023-04-16,38697.49,Tecnologia,15,-1139,14,10.563555860168792,0,0.39215686274509803,51,26938.735098039215,0.41135740601857207,Média
307,Fornecedor_16,2023-04-23,2023-05-12,2023-05-12,17296.42,Tecnologia,19,-1114,19,9.75831263641647,0,0.2545454545454545,55,23819.375818181816,0.2475924131230424,Baixa
308,Fornecedor_19,2023-09-11,2023-09-20,2023-09-24,12909.31,Tecnologia,9,-983,13,9.465781495945889,1,0.3793103448275862,58,30085.888275862068,0.747025459365744,Alta
309,Fornecedor_3,2023-11-22,2023-12-15,2023-12-13,12235.86,Equipamentos,23,-897,21,9.41220798720763,0,0.24444444444444444,45,23814.126444444442,0.21931159214904603,Baixa
310,Fornecedor_10,2023-08-15,2023-09-06,2023-09-06,47254.78,Insumos,22,-997,22,10.763330253482753,0,0.34545454545454546,55,25275.839636363635,0.26783726584282214,Baixa
311,Fornecedor_13,2023-06-21,2023-07-15,2023-07-15,49161.62,Tecnologia,24,-1050,24,10.802888857621907,0,0.2786885245901639,61,27560.733770491803,0.34759082632089033,Baixa
312,Fornecedor_18,2023-07-04,2023-07-24,2023-07-29,38392.67,Medicamentos,20,-1041,25,10.555647881237594,1,0.3409090909090909,44,23445.405000000002,0.3544314562003478,Baixa
313,Fornecedor_7,2023-03-15,2023-04-06,2023-04-11,45682.65,Medicamentos,22,-1150,27,10.729495744815521,1,0.3269230769230769,52,26954.52903846154,0.6297426407327952,Média
314,Fornecedor_7,2023-11-05,2023-11-17,2023-11-16,9821.55,Insumos,12,-925,11,9.192436041773439,0,0.3269230769230769,52,26954.52903846154,0.1781576222210159,Baixa
315,Fornecedor_14,2023-03-31,2023-04-12,2023-04-11,26852.59,Tecnologia,12,-1144,11,10.198154796772002,0,0.3404255319148936,47,27536.185319148935,0.40955769684456694,Média
316,Fornecedor_9,2023-01-28,2023-02-02,2023-02-02,10247.83,Tecnologia,5,-1213,5,9.234918831709901,0,0.22727272727272727,44,26572.065454545453,0.16109030101063998,Baixa
317,Fornecedor_5,2023-02-13,2023-02-20,2023-02-20,6879.06,Insumos,7,-1195,7,8.836382651819594,0,0.41304347826086957,46,26724.331521739132,0.1990191587184582,Baixa
318,Fornecedor_3,2023-01-02,2023-01-26,2023-01-25,2465.96,Insumos,24,-1220,23,7.810741902372777,0,0.24444444444444444,45,23814.126444444442,0.1903839466269682,Baixa
319,Fornecedor_3,2023-12-05,2023-12-14,2023-12-18,48621.6,Insumos,9,-898,13,10.791843722376157,1,0.24444444444444444,45,23814.126444444442,0.4951817137229996,Média
320,Fornecedor_7,2023-05-08,2023-05-29,2023-05-31,43218.33,Insumos,21,-1097,23,10.674043127858349,1,0.3269230769230769,52,26954.52903846154,0.5318777250868302,Média
321,Fornecedor_8,2023-04-05,2023-04-23,2023-04-29,39998.25,Equipamentos,18,-1133,24,10.596615982920289,1,0.3269230769230769,52,28221.404230769233,0.6039654074072107,Média
322,Fornecedor_11,2023-12-07,2023-12-16,2023-12-16,8365.37,Equipamentos,9,-896,9,9.03197537765578,0,0.125,48,25942.747083333335,0.17536169274368058,Baixa
323,Fornecedor_6,2023-01-31,2023-02-09,2023-02-09,11100.4,Medicamentos,9,-1206,9,9.31482650547332,0,0.28888888888888886,45,26625.86022222222,0.29773671118252254,Baixa
324,Fornecedor_7,2023-12-26,2024-01-02,2023-12-31,9310.46,Equipamentos,7,-879,5,9.139001178599031,0,0.3269230769230769,52,26954.52903846154,0.5488803304100544,Média
325,Fornecedor_8,2023-03-06,2023-03-29,2023-04-04,24211.43,Insumos,23,-1158,29,10.09462141664241,1,0.3269230769230769,52,28221.404230769233,0.7033456520269654,Alta
326,Fornecedor_13,2023-05-31,2023-06-09,2023-06-08,10292.77,Insumos,9,-1086,8,9.239294136850596,0,0.2786885245901639,61,27560.733770491803,0.3135957188285861,Baixa
327,Fornecedor_17,2023-04-09,2023-04-26,2023-04-25,34886.51,Tecnologia,17,-1130,16,10.459884164480151,0,0.37037037037037035,54,25592.20962962963,0.3462522574976957,Baixa
328,Fornecedor_6,2023-11-05,2023-11-13,2023-11-13,46554.81,Tecnologia,8,-929,8,10.748407086946916,0,0.28888888888888886,45,26625.86022222222,0.3719015339849373,Baixa
329,Fornecedor_10,2023-05-12,2023-05-17,2023-05-19,9319.84,Insumos,5,-1109,7,9.140008032373649,1,0.34545454545454546,55,25275.839636363635,0.5605913865487309,Média
330,Fornecedor_20,2023-03-12,2023-04-04,2023-04-06,5093.49,Equipamentos,23,-1152,25,8.535914842511245,1,0.3220338983050847,59,21740.94559322034,0.6492087314433224,Média
331,Fornecedor_15,2023-05-21,2023-06-14,2023-06-14,30508.93,Equipamentos,24,-1081,24,10.325807483378355,0,0.34615384615384615,52,27936.5375,0.18541168773017616,Baixa
332,Fornecedor_20,2023-10-23,2023-11-02,2023-11-01,17263.27,Tecnologia,10,-940,9,9.756394326856622,0,0.3220338983050847,59,21740.94559322034,0.38335563059893085,Baixa
333,Fornecedor_1,2023-08-19,2023-08-25,2023-08-24,45538.64,Tecnologia,6,-1009,5,10.726338434448145,0,0.39215686274509803,51,26938.735098039215,0.30453913372042035,Baixa
334,Fornecedor_7,2023-03-25,2023-03-30,2023-04-04,32323.73,Tecnologia,5,-1157,10,10.38358785093696,1,0.3269230769230769,52,26954.52903846154,0.7462794193703284,Alta
335,Fornecedor_17,2023-08-28,2023-09-11,2023-09-11,13158.77,Equipamentos,14,-992,14,9.484919727522932,0,0.37037037037037035,54,25592.20962962963,0.32324095770600164,Baixa
336,Fornecedor_7,2023-06-26,2023-07-04,2023-07-08,25005.03,Medicamentos,8,-1061,12,10.126872274766294,1,0.3269230769230769,52,26954.52903846154,0.4152442435117,Média
337,Fornecedor_19,2023-11-14,2023-11-25,2023-11-23,19146.04,Equipamentos,11,-917,9,9.859903413471143,0,0.3793103448275862,58,30085.888275862068,0.33382840170622946,Baixa
338,Fornecedor_15,2023-09-27,2023-10-13,2023-10-12,25434.03,Medicamentos,16,-960,15,10.143882636733268,0,0.34615384615384615,52,27936.5375,0.12955918825873775,Baixa
339,Fornecedor_2,2023-06-14,2023-07-01,2023-07-05,27651.19,Insumos,17,-1064,21,10.227460208153946,1,0.23255813953488372,43,24466.852790697674,0.5710209324074293,Média
340,Fornecedor_7,2023-10-07,2023-10-23,2023-10-25,27404.28,Tecnologia,16,-950,18,10.218490974541687,1,0.3269230769230769,52,26954.52903846154,0.7061502833079092,Alta
341,Fornecedor_3,2023-05-03,2023-05-15,2023-05-18,3813.33,Tecnologia,12,-1111,15,8.246520305752517,1,0.24444444444444444,45,23814.126444444442,0.5775941892492633,Média
342,Fornecedor_19,2023-09-07,2023-09-28,2023-10-02,49212.02,Tecnologia,21,-975,25,10.803913501617302,1,0.3793103448275862,58,30085.888275862068,0.7344806573068963,Alta
343,Fornecedor_7,2023-12-18,2023-12-23,2023-12-25,16414.32,Equipamentos,5,-889,7,9.70597032411059,1,0.3269230769230769,52,26954.52903846154,0.8109780820759328,Alta
344,Fornecedor_14,2023-02-23,2023-03-08,2023-03-06,35140.83,Medicamentos,13,-1179,11,10.467147437789775,0,0.3404255319148936,47,27536.185319148935,0.35177460681078626,Baixa
345,Fornecedor_7,2023-06-19,2023-07-05,2023-07-08,49305.83,Tecnologia,16,-1060,19,10.805817889988816,1,0.3269230769230769,52,26954.52903846154,0.5920544483792076,Média
346,Fornecedor_2,2023-12-11,2024-01-04,2024-01-03,22714.99,Equipamentos,24,-877,23,10.030824360778878,0,0.23255813953488372,43,24466.852790697674,0.20340661513026498,Baixa
347,Fornecedor_14,2023-09-04,2023-09-19,2023-09-25,18397.65,Equipamentos,15,-984,21,9.820032571340182,1,0.3404255319148936,47,27536.185319148935,0.30851317027135505,Baixa
348,Fornecedor_17,2023-08-10,2023-09-01,2023-09-01,20683.46,Insumos,22,-1002,22,9.937137972680926,0,0.37037037037037035,54,25592.20962962963,0.28740854883610206,Baixa
349,Fornecedor_7,2023-09-02,2023-09-25,2023-09-23,17625.93,Equipamentos,23,-978,21,9.777183125231494,0,0.3269230769230769,52,26954.52903846154,0.3060935294260095,Baixa
350,Fornecedor_7,2023-07-24,2023-08-08,2023-08-07,15154.03,Tecnologia,15,-1026,14,9.62608776903465,0,0.3269230769230769,52,26954.52903846154,0.40334021916349516,Média
351,Fornecedor_5,2023-12-05,2023-12-17,2023-12-18,29423.42,Equipamentos,12,-895,13,10.289580220804218,1,0.41304347826086957,46,26724.331521739132,0.6519024992635213,Média
352,Fornecedor_8,2023-12-29,2024-01-09,2024-01-09,6891.03,Tecnologia,11,-872,11,8.838120950511243,0,0.3269230769230769,52,28221.404230769233,0.2593418675523003,Baixa
353,Fornecedor_13,2023-04-16,2023-04-28,2023-04-26,40599.26,Insumos,12,-1128,10,10.611529749510206,0,0.2786885245901639,61,27560.733770491803,0.5169941942894972,Média
354,Fornecedor_20,2023-02-06,2023-02-26,2023-02-24,42204.26,Medicamentos,20,-1189,18,10.65030013680638,0,0.3220338983050847,59,21740.94559322034,0.3274204697644585,Baixa
355,Fornecedor_8,2023-04-23,2023-05-10,2023-05-11,15775.22,Equipamentos,17,-1116,18,9.666259021978448,1,0.3269230769230769,52,28221.404230769233,0.7093945555852872,Alta
356,Fornecedor_12,2023-05-25,2023-06-18,2023-06-17,4096.56,Equipamentos,24,-1077,23,8.318146953585822,0,0.20512820512820512,39,27436.36,0.24508290323353554,Baixa
357,Fornecedor_20,2023-06-08,2023-06-13,2023-06-12,5814.21,Insumos,5,-1082,4,8.668232177800258,0,0.3220338983050847,59,21740.94559322034,0.21649703588411726,Baixa
358,Fornecedor_4,2023-04-26,2023-05-04,2023-05-08,13724.35,Insumos,8,-1122,12,9.526999766963336,1,0.32,50,24059.582799999996,0.6442615710394755,Média
359,Fornecedor_9,2023-04-17,2023-05-11,2023-05-11,16010.97,Tecnologia,24,-1115,24,9.681091846515905,0,0.22727272727272727,44,26572.065454545453,0.18197320065453645,Baixa
360,Fornecedor_11,2023-08-01,2023-08-21,2023-08-21,13988.47,Equipamentos,20,-1013,20,9.5460601827389,0,0.125,48,25942.747083333335,0.06809958449257353,Baixa
361,Fornecedor_6,2023-10-19,2023-10-27,2023-10-25,25510.77,Equipamentos,8,-946,6,10.146895193283937,0,0.28888888888888886,45,26625.86022222222,0.3020971250642577,Baixa
362,Fornecedor_12,2023-12-04,2023-12-26,2023-12-25,22440.5,Tecnologia,22,-886,21,10.018667202322396,0,0.20512820512820512,39,27436.36,0.1730509487801539,Baixa
363,Fornecedor_19,2023-09-16,2023-09-23,2023-09-22,48445.23,Insumos,7,-980,6,10.788209802113885,0,0.3793103448275862,58,30085.888275862068,0.47756112749031454,Média
364,Fornecedor_2,2023-08-02,2023-08-22,2023-08-25,19025.92,Equipamentos,20,-1012,23,9.853610097480134,1,0.23255813953488372,43,24466.852790697674,0.5547542868187647,Média
365,Fornecedor_16,2023-04-04,2023-04-09,2023-04-13,39222.78,Medicamentos,5,-1147,9,10.577038474504407,1,0.2545454545454545,55,23819.375818181816,0.837458834313931,Alta
366,Fornecedor_2,2023-06-14,2023-07-08,2023-07-10,33012.35,Tecnologia,24,-1057,26,10.404667304096712,1,0.23255813953488372,43,24466.852790697674,0.6710939423754176,Média
367,Fornecedor_5,2023-04-20,2023-05-07,2023-05-05,39290.34,Medicamentos,17,-1119,15,10.578759417341253,0,0.41304347826086957,46,26724.331521739132,0.4557065297773325,Média
368,Fornecedor_7,2023-10-30,2023-11-04,2023-11-04,36276.22,Insumos,5,-938,5,10.49894527505278,0,0.3269230769230769,52,26954.52903846154,0.41230619869898866,Média
369,Fornecedor_20,2023-12-03,2023-12-09,2023-12-11,36501.2,Tecnologia,6,-903,8,10.505127811726783,1,0.3220338983050847,59,21740.94559322034,0.6064498921296584,Média
370,Fornecedor_3,2023-10-11,2023-10-29,2023-10-28,35433.16,Medicamentos,18,-944,17,10.475431605587339,0,0.24444444444444444,45,23814.126444444442,0.40326691799589315,Média
371,Fornecedor_13,2023-11-25,2023-12-10,2023-12-10,17151.4,Medicamentos,15,-902,15,9.749893384494124,0,0.2786885245901639,61,27560.733770491803,0.11619528663688747,Baixa
372,Fornecedor_20,2023-01-29,2023-02-15,2023-02-17,22696.82,Insumos,17,-1200,19,10.030024163615524,1,0.3220338983050847,59,21740.94559322034,0.6633735900600336,Média
373,Fornecedor_12,2023-05-11,2023-05-30,2023-05-29,19456.85,Insumos,19,-1096,18,9.876005866594157,0,0.20512820512820512,39,27436.36,0.18132184422753794,Baixa
374,Fornecedor_17,2023-08-16,2023-09-04,2023-09-06,46192.43,Tecnologia,19,-999,21,10.740592859165135,1,0.37037037037037035,54,25592.20962962963,0.6320004191096396,Média
375,Fornecedor_8,2023-10-20,2023-11-06,2023-11-06,9477.31,Medicamentos,17,-936,17,9.15676130931488,0,0.3269230769230769,52,28221.404230769233,0.17910432119987563,Baixa
376,Fornecedor_7,2023-08-17,2023-09-02,2023-09-02,41828.45,Medicamentos,16,-1001,16,10.641355915891758,0,0.3269230769230769,52,26954.52903846154,0.21823668005627397,Baixa
377,Fornecedor_1,2023-06-18,2023-07-01,2023-07-07,35685.79,Tecnologia,13,-1064,19,10.482535871279268,1,0.39215686274509803,51,26938.735098039215,0.6664909150937851,Média
378,Fornecedor_10,2023-01-19,2023-01-24,2023-01-23,30968.65,Insumos,5,-1222,4,10.340762971644105,0,0.34545454545454546,55,25275.839636363635,0.38138887148774103,Baixa
379,Fornecedor_2,2023-08-14,2023-09-04,2023-09-04,41506.7,Insumos,21,-999,21,10.633634231176645,0,0.23255813953488372,43,24466.852790697674,0.19535203291981781,Baixa
380,Fornecedor_20,2023-11-16,2023-11-27,2023-11-26,14418.64,Medicamentos,11,-915,10,9.576346445201365,0,0.3220338983050847,59,21740.94559322034,0.22126538907134208,Baixa
381,Fornecedor_10,2023-02-16,2023-03-06,2023-03-06,10554.74,Medicamentos,18,-1181,18,9.264425066778006,0,0.34545454545454546,55,25275.839636363635,0.3330489739329542,Baixa
382,Fornecedor_7,2023-12-27,2024-01-04,2024-01-03,22682.58,Medicamentos,8,-877,7,10.029396593709468,0,0.3269230769230769,52,26954.52903846154,0.31331694837476776,Baixa
383,Fornecedor_9,2023-08-06,2023-08-18,2023-08-16,23704.26,Medicamentos,12,-1016,10,10.073452243426248,0,0.22727272727272727,44,26572.065454545453,0.06715872034252673,Baixa
384,Fornecedor_14,2023-04-23,2023-05-12,2023-05-16,26948.71,Medicamentos,19,-1114,23,10.201727815611344,1,0.3404255319148936,47,27536.185319148935,0.6493894433928195,Média
385,Fornecedor_17,2023-12-24,2024-01-15,2024-01-14,7258.0,Equipamentos,22,-866,21,8.889997357284841,0,0.37037037037037035,54,25592.20962962963,0.30518131141598165,Baixa
386,Fornecedor_19,2023-01-03,2023-01-24,2023-01-23,30119.76,Insumos,21,-1222,20,10.312969913999217,0,0.3793103448275862,58,30085.888275862068,0.30591634381153715,Baixa
387,Fornecedor_9,2023-04-09,2023-04-28,2023-04-27,27267.99,Equipamentos,19,-1128,18,10.213505438116709,0,0.22727272727272727,44,26572.065454545453,0.18842380730821634,Baixa
388,Fornecedor_14,2023-10-12,2023-10-30,2023-10-30,29555.59,Insumos,18,-943,18,10.29406200981513,0,0.3404255319148936,47,27536.185319148935,0.21505408101197787,Baixa
389,Fornecedor_11,2023-07-26,2023-08-19,2023-08-18,29101.28,Tecnologia,24,-1015,23,10.278571800605807,0,0.125,48,25942.747083333335,0.1391851984738652,Baixa
390,Fornecedor_10,2023-07-23,2023-08-12,2023-08-11,6854.14,Equipamentos,20,-1022,19,8.832754014836736,0,0.34545454545454546,55,25275.839636363635,0.24471638790726677,Baixa
391,Fornecedor_4,2023-06-20,2023-06-26,2023-06-24,36020.68,Tecnologia,6,-1069,4,10.491876258397436,0,0.32,50,24059.582799999996,0.25647701414073487,Baixa
392,Fornecedor_2,2023-10-10,2023-10-24,2023-10-22,25602.88,Equipamentos,14,-949,12,10.150499181483218,0,0.23255813953488372,43,24466.852790697674,0.23490338544045414,Baixa
393,Fornecedor_10,2023-08-21,2023-08-29,2023-09-02,8766.58,Medicamentos,8,-1005,12,9.07881610658063,1,0.34545454545454546,55,25275.839636363635,0.5483874274899835,Média
394,Fornecedor_14,2023-02-28,2023-03-24,2023-03-22,39477.43,Equipamentos,24,-1163,22,10.583509725786072,0,0.3404255319148936,47,27536.185319148935,0.15738849204727567,Baixa
395,Fornecedor_7,2023-02-07,2023-02-14,2023-02-17,37611.48,Equipamentos,7,-1201,10,10.53509118920004,1,0.3269230769230769,52,26954.52903846154,0.7099121417724465,Alta
396,Fornecedor_15,2023-08-26,2023-09-01,2023-08-31,17285.94,Insumos,6,-1002,5,9.757706582100543,0,0.34615384615384615,52,27936.5375,0.21918126928196202,Baixa
397,Fornecedor_5,2023-08-23,2023-08-31,2023-09-04,2131.32,Equipamentos,8,-1003,12,7.664965867831417,1,0.41304347826086957,46,26724.331521739132,0.3456989833962,Baixa
398,Fornecedor_1,2023-09-25,2023-10-14,2023-10-17,14520.22,Tecnologia,19,-959,22,9.5833663068877,1,0.39215686274509803,51,26938.735098039215,0.6358584981206369,Média
399,Fornecedor_19,2023-01-07,2023-01-19,2023-01-20,17343.21,Insumos,12,-1227,13,9.761014012099652,1,0.3793103448275862,58,30085.888275862068,0.6913343458457433,Alta
400,Fornecedor_13,2023-04-07,2023-04-12,2023-04-13,31215.36,Tecnologia,5,-1144,6,10.348697595343804,1,0.2786885245901639,61,27560.733770491803,0.6779581760238916,Média
401,Fornecedor_4,2023-05-23,2023-05-31,2023-05-29,22204.31,Medicamentos,8,-1095,6,10.008086728448387,0,0.32,50,24059.582799999996,0.31772373235038265,Baixa
402,Fornecedor_18,2023-04-11,2023-04-19,2023-04-18,13177.0,Insumos,8,-1137,7,9.486304051473764,0,0.3409090909090909,44,23445.405000000002,0.283490870350634,Baixa
403,Fornecedor_20,2023-12-10,2023-12-15,2023-12-17,20042.02,Tecnologia,5,-897,7,9.905636242447702,1,0.3220338983050847,59,21740.94559322034,0.6593346873775573,Média
404,Fornecedor_7,2023-07-23,2023-08-11,2023-08-10,16670.87,Tecnologia,19,-1023,18,9.721478147017894,0,0.3269230769230769,52,26954.52903846154,0.2725197310788623,Baixa
405,Fornecedor_9,2023-07-11,2023-07-19,2023-07-18,40266.55,Tecnologia,8,-1046,7,10.60330121266022,0,0.22727272727272727,44,26572.065454545453,0.25142720835448495,Baixa
406,Fornecedor_2,2023-02-02,2023-02-11,2023-02-11,49347.32,Equipamentos,9,-1204,9,10.806659001728976,0,0.23255813953488372,43,24466.852790697674,0.2935477459492217,Baixa
407,Fornecedor_2,2023-04-21,2023-04-26,2023-04-25,11219.63,Medicamentos,5,-1130,4,9.32550932723297,0,0.23255813953488372,43,24466.852790697674,0.11495304697370022,Baixa
408,Fornecedor_7,2023-12-14,2023-12-27,2023-12-27,20084.36,Medicamentos,13,-885,13,9.907746470456502,0,0.3269230769230769,52,26954.52903846154,0.28593641996964536,Baixa
409,Fornecedor_13,2023-06-27,2023-07-16,2023-07-15,29886.37,Equipamentos,19,-1049,18,10.30519126211262,0,0.2786885245901639,61,27560.733770491803,0.2928809694111374,Baixa
410,Fornecedor_7,2023-05-09,2023-05-28,2023-05-27,31214.83,Medicamentos,19,-1098,18,10.348680616922897,0,0.3269230769230769,52,26954.52903846154,0.3483289372151932,Baixa
411,Fornecedor_20,2023-05-31,2023-06-13,2023-06-11,6260.85,Equipamentos,13,-1082,11,8.742230947591144,0,0.3220338983050847,59,21740.94559322034,0.4507173888476285,Média
412,Fornecedor_3,2023-04-08,2023-04-28,2023-04-27,28689.17,Insumos,20,-1128,19,10.264309834367406,0,0.24444444444444444,45,23814.126444444442,0.17852315240137867,Baixa
413,Fornecedor_19,2023-06-14,2023-06-26,2023-06-28,25783.88,Tecnologia,12,-1069,14,10.157543552605702,1,0.3793103448275862,58,30085.888275862068,0.709834681062281,Alta
414,Fornecedor_4,2023-10-11,2023-10-26,2023-10-24,36645.05,Medicamentos,15,-947,13,10.509060925244581,0,0.32,50,24059.582799999996,0.30910769622496675,Baixa
415,Fornecedor_7,2023-06-06,2023-06-25,2023-06-25,24394.09,Tecnologia,19,-1070,19,10.102137161523723,0,0.3269230769230769,52,26954.52903846154,0.500629645906688,Média
416,Fornecedor_19,2023-02-22,2023-03-18,2023-03-16,48995.26,Insumos,24,-1169,22,10.799499247649134,0,0.3793103448275862,58,30085.888275862068,0.20151203684092678,Baixa
417,Fornecedor_1,2023-04-13,2023-05-06,2023-05-06,47095.13,Equipamentos,23,-1120,23,10.759946111023636,0,0.39215686274509803,51,26938.735098039215,0.34915630670611864,Baixa
418,Fornecedor_11,2023-08-11,2023-08-30,2023-08-28,28193.09,Medicamentos,19,-1004,17,10.246867660494322,0,0.125,48,25942.747083333335,0.03311114603788025,Baixa
419,Fornecedor_4,2023-11-03,2023-11-18,2023-11-17,6951.05,Equipamentos,15,-924,14,8.846791859094278,0,0.32,50,24059.582799999996,0.23467942401473776,Baixa
420,Fornecedor_8,2023-10-30,2023-11-07,2023-11-07,44364.9,Insumos,8,-935,8,10.700226435325368,0,0.3269230769230769,52,28221.404230769233,0.24214497490106415,Baixa
421,Fornecedor_10,2023-01-08,2023-01-30,2023-01-28,30893.12,Tecnologia,22,-1216,20,10.338321153516022,0,0.34545454545454546,55,25275.839636363635,0.5459975191291555,Média
422,Fornecedor_3,2023-09-30,2023-10-20,2023-10-19,29622.05,Equipamentos,20,-953,19,10.296308053486207,0,0.24444444444444444,45,23814.126444444442,0.3591466647606973,Baixa
423,Fornecedor_6,2023-08-20,2023-08-29,2023-08-29,11406.42,Equipamentos,9,-1005,9,9.342019299846877,0,0.28888888888888886,45,26625.86022222222,0.22983364401698192,Baixa
424,Fornecedor_8,2023-06-07,2023-06-17,2023-06-19,32921.39,Tecnologia,10,-1078,12,10.40190825239875,1,0.3269230769230769,52,28221.404230769233,0.6799773367713012,Média
425,Fornecedor_8,2023-09-28,2023-10-12,2023-10-10,23269.35,Equipamentos,14,-961,12,10.054935297008322,0,0.3269230769230769,52,28221.404230769233,0.3346479964663131,Baixa
426,Fornecedor_18,2023-12-27,2024-01-05,2024-01-03,35236.04,Insumos,9,-876,7,10.469853081062595,0,0.3409090909090909,44,23445.405000000002,0.40518806637190846,Média
427,Fornecedor_3,2023-01-31,2023-02-13,2023-02-13,30846.35,Insumos,13,-1202,13,10.336806126130183,0,0.24444444444444444,45,23814.126444444442,0.16106647391509787,Baixa
428,Fornecedor_10,2023-05-17,2023-06-07,2023-06-07,20107.9,Tecnologia,21,-1088,21,9.908917782115996,0,0.34545454545454546,55,25275.839636363635,0.4382625121527071,Média
429,Fornecedor_13,2023-06-18,2023-07-01,2023-07-02,14472.03,Insumos,13,-1064,14,9.580042196460717,1,0.2786885245901639,61,27560.733770491803,0.5841086804026722,Média
430,Fornecedor_8,2023-06-08,2023-06-19,2023-06-17,41163.52,Medicamentos,11,-1076,9,10.625331999273435,0,0.3269230769230769,52,28221.404230769233,0.35717018317441623,Baixa
431,Fornecedor_14,2023-08-09,2023-08-20,2023-08-18,15647.59,Medicamentos,11,-1014,9,9.65813609606278,0,0.3404255319148936,47,27536.185319148935,0.3390197571014014,Baixa
432,Fornecedor_13,2023-07-12,2023-07-31,2023-07-31,42993.45,Insumos,19,-1034,19,10.668826316578038,0,0.2786885245901639,61,27560.733770491803,0.3790833717046258,Baixa
433,Fornecedor_7,2023-08-20,2023-09-04,2023-09-05,3470.66,Insumos,15,-999,16,8.15238814471787,1,0.3269230769230769,52,26954.52903846154,0.5029675760733476,Média
434,Fornecedor_7,2023-05-21,2023-05-30,2023-05-30,37388.68,Insumos,9,-1096,9,10.529150009496451,0,0.3269230769230769,52,26954.52903846154,0.3486710479538329,Baixa
435,Fornecedor_6,2023-05-26,2023-05-31,2023-06-01,41358.53,Insumos,5,-1095,6,10.63005814548138,1,0.28888888888888886,45,26625.86022222222,0.27023055421389985,Baixa
436,Fornecedor_8,2023-09-08,2023-09-17,2023-09-16,36954.95,Equipamentos,9,-986,8,10.517481941829443,0,0.3269230769230769,52,28221.404230769233,0.2473867197063576,Baixa
437,Fornecedor_6,2023-01-11,2023-01-28,2023-01-31,46127.48,Insumos,17,-1218,20,10.739185825651306,1,0.28888888888888886,45,26625.86022222222,0.5625143603460266,Média
438,Fornecedor_16,2023-01-29,2023-02-08,2023-02-07,34772.14,Insumos,10,-1207,9,10.456600528660964,0,0.2545454545454545,55,23819.375818181816,0.3062648800507359,Baixa
439,Fornecedor_3,2023-12-04,2023-12-18,2023-12-18,11330.96,Tecnologia,14,-894,14,9.335382331117138,0,0.24444444444444444,45,23814.126444444442,0.1726702106092338,Baixa
440,Fornecedor_9,2023-05-14,2023-06-06,2023-06-04,13947.11,Tecnologia,23,-1089,21,9.543099294199775,0,0.22727272727272727,44,26572.065454545453,0.23053098069678857,Baixa
441,Fornecedor_16,2023-02-12,2023-03-05,2023-03-03,4943.5,Tecnologia,21,-1182,19,8.506031126710045,0,0.2545454545454545,55,23819.375818181816,0.3302233051592526,Baixa
442,Fornecedor_3,2023-03-28,2023-04-20,2023-04-20,24256.34,Tecnologia,23,-1136,23,10.096474530979526,0,0.24444444444444444,45,23814.126444444442,0.2734884972495946,Baixa
443,Fornecedor_20,2023-11-10,2023-11-18,2023-11-16,13929.14,Insumos,8,-924,6,9.541810116974604,0,0.3220338983050847,59,21740.94559322034,0.24482596928389674,Baixa
444,Fornecedor_7,2023-11-09,2023-11-20,2023-11-18,34992.49,Tecnologia,11,-922,9,10.462917323171405,0,0.3269230769230769,52,26954.52903846154,0.36097230939988034,Baixa
445,Fornecedor_2,2023-03-20,2023-04-02,2023-03-31,11463.59,Medicamentos,13,-1154,11,9.34701843364079,0,0.23255813953488372,43,24466.852790697674,0.13465439802834828,Baixa
446,Fornecedor_12,2023-12-10,2023-12-30,2024-01-05,41064.32,Equipamentos,20,-882,26,10.622919248667978,1,0.20512820512820512,39,27436.36,0.642370315366196,Média
